,Name,Acronym,Founded,Screenshot,Address,Tel,Fax,Other locations,Gender,International Students,Selection Type,Admission Rate,Admission Office,Student Enrollment,Academic Staff,Control Type,Entity Type,Academic Calendar,Campus Setting,Religious Affiliation,Library,Housing,Sport Facilities,Financial Aids,Study Abroad,Distance Learning,Academic Counseling,Career Services,Institutional Hospital,country rank,world rank,Facebook,Twitter,Linkedin,Youtube,Instagram,undergratuate_local,under_local,post_local,postgraduate_international,under_inter,post_inter,Colours,Motto
117,IMT Nord Europe,,2017 Merger between École des Mines de Douai (1878) and Télécom-Lille (1990),"

 ","941, Rue Charles Bourseul Douai  59508 Hauts-de-France France", +33 (0)3 27 71 22 22, +33 (0)3 27 71 25 25,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,  500-999,"
 50-99","
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,118,2954,https://www.facebook.com/IMTNordEurope,https://twitter.com/imtlilledouai,https://www.linkedin.com/school/imt-nord-europe/,https://www.youtube.com/channel/UCRgswwLWe_RYHLru-KtyqyQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
118,Junia,,1885 ,"

 ",2 rue Norbert Ségard BP 41290 Lille  59014 Hauts-de-France France, +33 (0)3 28 38 48 58, +33 (0)3 28 38 48 59,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  1,000-1,999","
 100-199","
 Private",Not reported,"
 Continuous","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,119,3029,https://www.facebook.com/juniaIngenieurs,https://twitter.com/junia_ingenieur,https://www.linkedin.com/company/junia_ing%C3%A9nieurs/,https://www.youtube.com/channel/UCMUaKrCftlybQKkXL4-fEbw,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,Ingénieurs Pour le Monde English: Engineers for the World
119,Normandy Business School,EM Normandie,1871 ,"

 ","9, rue Claude Bloch Caen  14052 Normandie France", +33 (0)2 31 46 78 78, +33 ,"Le Havre, Paris, Oxford, Dublin", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 40-50%,"30, Rue de Richelieu Le Havre 76087 (0)2 32 92 59 74 ","  1,000-1,999","
 50-99","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes",  Yes,Not reported,Not reported,Not reported,120,3040,https://www.facebook.com/EMNormandie,https://twitter.com/EMNormandie,https://www.linkedin.com/school/em-normandie/,https://www.youtube.com/channel/UC7Ii_FpXYrDyEePvJFqz1hg,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",International students,"7,500-10,000 US$ (5,500-7,400 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",Red and orange,Opening tomorrow's worlds since 871 
120,UniLaSalle,,2017 Merger between ESITPA (1919) and Institut polytechnique LaSalle Beauvais (1854),"

 ",19 Rue Pierre Waguet; Boîte Postale 30313 Beauvais  60026 Hauts-de-France France, +33 (0)3 44 06 25 25, +33 (0)3 44 06 25 26,Rouen and Rennes, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,"19 Rue Pierre Waguet, BP 30313 Beauvais 60026 (0)3 44 06 25 25 ","  2,000-2,999","
 100-199","
 Private",Not reported,"
 Semesters","
 Rural","


 
Christian-Catholic ","
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,121,3047,https://www.facebook.com/UniLaSalle.fr,https://twitter.com/UniLaSalle_fr,https://www.linkedin.com/school/unilasalle/,https://www.youtube.com/channel/UCjJ1A-YVQxrDWrqC1vabrJw,,Local students,"2,500-5,000 US$ (1,800-3,700 Euro)",Not reported,International students,"0-1,000 US$ (0-750 Euro)",Not reported,,Indivisa manent Earth & science
121,ESSCA School of Management,ESSCA,1909 ,"

 ",1 rue Lakanal; Boîte Postale 40348 Angers  49003 Pays de la Loire France, +33 (0)2 41 73 47 79, +33 (0)2 41 73 47 48,"Paris, Aix-en-Provence, Cholet, Bordeaux, Lyon, Budapest, Shanghai", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,1 Rue Lakanal Angers 49100  ,"  4,000-4,999","
 100-199","
 Private",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes", Not reported, Yes, Yes,Not reported,122,3082,https://www.facebook.com/EsscaEcole,https://twitter.com/essca_ecole,https://www.linkedin.com/school/essca/,https://www.youtube.com/channel/UC9gY4UqGAh8FV2zVvk38fpA,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",International students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",,Créateurs d'avenirs Future makers 
122,University of Corsica Pascal Paoli,UCPP,1981 Origins date back to 1765,"

 ","7, Avenue Jean Nicoli; Boîte Postale 52 Corte  20250 Corsica France", +33 (0)4 95 45 00 00, +33 (0)4 95 46 03 21,Ajaccio, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  3,000-3,999", Not reported,"
 Public",  Non-Profit,"
 Continuous",Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,123,3122,https://www.facebook.com/univcorse,https://twitter.com/univcorse,https://www.linkedin.com/school/univcorse/,https://www.youtube.com/channel/UCm7vaRzDzpDS8ub3KHFCiKQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
123,Rennes School of Business,,1990 ,"

 ",2 Rue Robert d'Arbrissel Rennes  35065 Bretagne France, +33 (0)2 99 54 63 63, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  3,000-3,999","
 50-99","
 Private",  Non-Profit, Not reported,"
 Urban",None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,124,3131,https://www.facebook.com/RennesSB,https://twitter.com/rennessb,https://www.linkedin.com/school/renneschoolofbusiness/,https://www.youtube.com/channel/UCGqOFG7ryV0lQQTqZO-M1tQ,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",International students,"7,500-10,000 US$ (5,500-7,400 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",,Global Responsible Pioneers | Act The World 
124,Bordeaux National Polytechnic Institute,,1920 ,"

 ",Avenue des facultés Talence  33405 Nouvelle-Aquitaine France, +33 (0)5 56 84 61 00, +33 (0)5 56 37 20 23,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,Avenue des Facultés Talence 33405 (0)5 56 84 61 00 ,"  3,000-3,999","
 100-199","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,125,3151,https://www.facebook.com/BordeauxINP,https://twitter.com/BordeauxINP,https://www.linkedin.com/company/bordeaux-inp/,https://www.youtube.com/channel/UC2VTc_rkLDHotYeUrXUWWbg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
125,"Graduate School of Information Technology, Electronics, Automation",ESIEA,1958 ,"

 ","9, Rue Vésale Paris  75005 Ile-de-France France", +33 (0)1 43 90 21 21, +33 (0)1 43 90 21 33,Ivry-sur-Seine and Laval, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  1,000-1,999", Not reported,"
 Private",Not reported,"
 Continuous",Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,126,3222,https://www.facebook.com/esiea,https://twitter.com/GroupeESIEA,https://www.linkedin.com/company/esiea/,https://www.youtube.com/channel/UC0GKmsaiQPlCPRBmosImVfg,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
126,Engineering School of Information Technology and Communication,EFREI,1936 ,"

 ","30-32, Avenue de la République Villejuif  94800 Ile-de-France France", +33 (0)1 46 77 46 77, +33 (0)1 46 77 65 77,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 20-30%,30-32 avenue de la République Villejuif 94800 (0)1 46 77 46 77 ,"  1,000-1,999","
 50-99","
 Private",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,127,3232,https://www.facebook.com/EfreiParis,https://twitter.com/Efrei_Paris,https://www.linkedin.com/school/efrei/,https://www.youtube.com/channel/UCjVwLB9nqhQeyE5KkdhGLgQ,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",International students,Not reported,Not reported,,Ingénieurs en mouvement Hightech for high potentials
127,"National Institute for Applied Sciences, Rennes",INSA Rennes,1966 ,"

 ","20, Avenue des Buttes-de-Coësmes, CS 70839 Rennes  35708 Bretagne France", +33 (0)2 23 23 82 00, +33 (0)2 23 23 83 96,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  1,000-1,999", Not reported,"
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,128,3262,https://www.facebook.com/INSARennes,https://twitter.com/INSA_Rennes,https://www.linkedin.com/school/insa-rennes/,https://www.youtube.com/channel/UCKxMqApwm5hUJwUZpAIcXCw,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
128,"National Institute for Applied Sciences, Rouen",INSA Rouen,1985 ,"

 ",685 avenue de l'Université - BP 08 Saint-Étienne-du-Rouvray  76801 Normandie France, +33 (0)2 32 95 97 00, +33 (0)2 32 95 98 66,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", 0-10%,"Service de la scolarité, INSA de Rouen Saint Etienne du Rouvray 76800  ","  1,000-1,999","
 300-399","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,129,3266,https://www.facebook.com/insaderouen,https://twitter.com/insarouen,https://www.linkedin.com/school/institut-national-des-sciences-appliqu%C3%A9es-de-rouen/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
129,Institut Agro Rennes-Angers,,2008 Merger between the École nationale supérieure agronomique de Rennes (1849) and the Institut National d'Horticulture et de Paysage,"

 ",65 Rue de Saint Brieuc Rennes  35042 Bretagne France, +33 (0)2 23 48 50 00, +33 (0)2 23 48 55 10,Angers, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,65 Rue de Saint Brieuc Rennes 35042 (0)2 23 48 50 00 ,"  1,000-1,999","
 100-199","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,130,3368,https://www.facebook.com/institutagroRennesAngers,https://twitter.com/institutagrora,https://www.linkedin.com/school/institut-agro-rennes-angers/,https://www.youtube.com/channel/UCsf-UPgrnR1sCLDAjy-FDIA,,Local students,"1,000-2,500 US$ (750-1,800 Euro)","1,000-2,500 US$ (750-1,800 Euro)",International students,"1,000-2,500 US$ (750-1,800 Euro)","1,000-2,500 US$ (750-1,800 Euro)",,
130,"National Graduate School of Engineering, Caen",ENSICAEN,1976 Origins date back to 1913,"

 ","6, Boulevard Maréchal Juin Caen  14000 Normandie France", +33 (0)2 31 45 27 50, +33 (0)2 31 45 27 60,Caligny, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not available,"6, Boulevard Maréchal Juin Caen 14000 (0)2 31 45 27 70 ",  500-999,"
 50-99","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,131,3430,https://www.facebook.com/Ensicaen,https://twitter.com/ensicaen,https://www.linkedin.com/school/ensicaen/,https://www.youtube.com/channel/UCMcgCt5ivQK4Tss5KeweGKQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
131,Alès School of Engineering,,1843 ,"

 ","6, Avenue de Clavières Alès, Montpellier  30319 Occitanie France", +33 (0)4 66 78 50 00, +33 (0)4 66 78 50 34,Pau, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,6 avenue de Clavieres Alès 30319 (0)4 66 78 50 00 ,"  1,000-1,999","
 100-199","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes, Yes,Not reported,Not reported,132,3501,https://www.facebook.com/MinesAles,https://twitter.com/IMTMinesAles,https://www.linkedin.com/school/mines-ales/,https://www.youtube.com/channel/UCKfc9vze3nsScziRVkQScHQ,,Local students,"0-1,000 US$ (0-750 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",International students,"0-1,000 US$ (0-750 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,La science et la créativité pour inventer un monde durable Combining science and creativity to invent a sustainable world
132,National School of Geographic Sciences,ENSG,1941 ,"

 ","6 et 8, Avenue Blaise Pascal Marne-la-Vallée  77455 Ile-de-France France", +33 (0)1 64 15 30 01, +33 (0)1 64 15 31 07,Le Mans and Forcalquier, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,"6-8 Avenue Blaise Pascal, Cité Descartes, Champs sur Marne Marne la Vallée 77455  ", Not reported, Not reported,"
 Public",  Non-Profit, Not reported,"
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,133,3515,https://www.facebook.com/ENSGeomatique,https://twitter.com/ENSG_IGN,https://www.linkedin.com/school/ensg-geomatique/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",Blue and yellow,
133,Catholic University of Lyon,UCLy,1875 ,"

 ","25, Rue du Plat Lyon  69288 Auvergne-Rhone-Alpes France", +33 (0)4 72 32 50 12, +33 (0)4 72 32 50 19,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,"25, Rue du Plat Lyon 69002 (0)4 72 32 50 79 ","  7,000-7,999","
 400-499","
 Private",  Non-Profit,"
 Semesters","
 Urban","


 
Christian-Catholic ","
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,134,3517,https://www.facebook.com/UCLyon,https://twitter.com/ucly,https://www.linkedin.com/school/universite-catholique-de-lyon/,https://www.youtube.com/channel/UCFyOTQMZ3JCnJQATbixZp3g,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
134,IPAG Business School,,1965 ,"

 ","184, bd Saint-Germain Paris  75006 Ile-de-France France", +33 (0)1 53 63 36 00, +33 ,"Nice, Kunming, Los Angeles, Abidjan, Shanghaï", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  3,000-3,999","
 50-99","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,135,3518,https://www.facebook.com/IPAGBusinessSchool,https://twitter.com/IpagBS,https://www.linkedin.com/school/ipag-paris/,https://www.youtube.com/channel/UCal23pQsB0fgjDjDeqBdiCg,,Local students,Not reported,"12,500-15,000 US$ (9,200-11,000 Euro)",International students,Not reported,"12,500-15,000 US$ (9,200-11,000 Euro)",,
135,"Graduate School of Management, Chambéry",INSEEC Alpes-Savoie,1975 ,"

 ",12 Avenue du Lac d'Annecy Le Bourget-du-Lac  73381 Auvergne-Rhone-Alpes France, +33 (0)4 79 25 33 54, +33 (0)4 79 25 32 54,"Paris, Lyon, Bordeaux, Chambéry-Savoie, London, Genève, Monaco, San Francisco, Shanghai", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  3,000-3,999","
 100-199","
 Private",Not reported, Not reported,"
 Urban",None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,136,3574,NaN,https://twitter.com/inseec,NaN,https://www.youtube.com/channel/UC6oZ2QhFIq324MgK8YEx3pQ,,Local students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",International students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",Grey and yellow,
136,ENSEA Graduate School,ENSEA,1952 ,"

 ","6, Avenue du Ponceau Cergy-Pontoise  95014 Ile-de-France France", +33 (0)1 30 73 66 66, +33 (0)1 30 73 66 67,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   , Not reported, Not reported,"
 Public",  Non-Profit,"
 Semesters",Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,137,3625,https://www.facebook.com/profile.php?id=100057085645194,https://twitter.com/ensea1,https://www.linkedin.com/school/ecole-nationale-sup%C3%A9rieure-de-l'electronique-et-de-ses-applications/,https://www.youtube.com/channel/UCAhVSu-JDAnz3x8EdZc70qQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
137,Toulouse Business School,TBS,1903 ,"

 ","20, Boulevard Lascrosses Toulouse  31068 Occitanie France", +33 (0)5 61 29 49 49, +33 (0)5 61 29 49 94,"Paris, Barcelona, Casablanca", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,20 Boulevard Lascrosses Toulouse 31068 (0)5 61 29 48 39 ,"  5,000-5,999","
 50-99","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,138,3670,https://www.facebook.com/TBSeducation,https://twitter.com/tbs_education,https://www.linkedin.com/school/tbseducation/,https://www.youtube.com/channel/UCXykMzoPfFhYXVq40YYGpJg,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",International students,"10,000-12,500 US$ (7,400-9,200 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",,
138,Excelia,,1988 ,"

 ",102 rue de Coureilles - Les Minimes La Rochelle  17024 Nouvelle-Aquitaine France, +33 (0)5 16 19 63 94, +33 ,"Tours,  Orleans,  Paris-Cachan", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  5,000-5,999", Not reported,"
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,139,3774,https://www.facebook.com/ExceliaGroup,https://twitter.com/ExceliaGroup,https://www.linkedin.com/school/excelia-group/,https://www.youtube.com/channel/UCCGG-wSnpfakoeNkxRae09Q,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)",Not reported,International students,"7,500-10,000 US$ (5,500-7,400 Euro)",Not reported,,
139,National School of Statistics and Economic Administration,ENSAE,1942 ,"

 ","3, Avenue Pierre Larousse Malakoff  92245 Ile-de-France France", +33 (0)1 41 17 65 25, +33 (0)1 41 17 48 52,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,"3, Avenue Piere Larousse Malakoff 92245 (0)1 41 17 65 25 ",  250-499,"
 50-99","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,140,3781,https://www.facebook.com/ENSAE.IPPARIS,https://twitter.com/ENSAEparis,https://www.linkedin.com/school/ensae-paris/,https://www.youtube.com/channel/UCDc697zD0kOj2iSCA9neTRA,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",,"La grande école de l'économie, de la statistique, de la finance et de l'assurance "
140,"National Institute for Applied Sciences, Strasbourg",INSA Strasbourg,2003 Origins date back to 1875,"

 ",24 Boulevard de la Victoire Strasbourg  67084 Grand Est France, +33 (0)3 88 14 47 00, +33 (0)3 88 24 14 90,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,141,3825,https://www.facebook.com/InsaStrasbourg,https://twitter.com/Insa_Strasbourg,https://www.linkedin.com/school/institut-national-des-sciences-appliqu%C3%A9es-de-strasbourg/,https://www.youtube.com/channel/UCd4FLzjCvFjCZtJnvaV_lHQ,,Local students,"0-1,000 US$ (0-750 Euro)",Not reported,International students,"0-1,000 US$ (0-750 Euro)",Not reported,,
141,Nantes Atlantique School of Design,,1988 ,"

 ",Rue Christian Pauc Atlanpole la Chantrerie Nantes  44306 Pays de la Loire France, +33 (0)2 51 13 50 70, +33 (0)2 51 13 50 65,"Shanghai, Pune, São Paulo, Montreal", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 40-50%,Rue Christian Pauc Nantes 44306 (0)2 51 13 50 70 ,"  1,000-1,999","
 100-199","
 Private",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,142,3911,https://www.facebook.com/lecolededesign,https://twitter.com/lecolededesign,https://www.linkedin.com/school/ecole-de-design-nantes-atlantique/,https://www.youtube.com/channel/UCedcmAdE7w1oHptd3hsVRtA,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",International students,"10,000-12,500 US$ (7,400-9,200 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",,Design for Creative Innovation 
